,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,emoji_count
10,1590544960545517568,1590544960545517568,2022-11-10 11:20:44 Malay Peninsula Standard Time,2022-11-10,11:20:44,800,1067774750,apanadapt,APAN Regional Hub,,progress on climate adaptation so far has been too little too slow adaptationgap report highlights urgent actions to help the most vulnerable communities cope with the impacts of climatechange info https t co u uikzm e https t co a i ikcsd ,en,['uneps'],['https://bit.ly/3UiM7wx'],['https://pbs.twimg.com/media/FhLAJ6fVQAAQFLh.jpg'],0,1,3,"('', 0)",[],https://twitter.com/APANadapt/status/1590544960545517568,False,,1,https://pbs.twimg.com/media/FhLAJ6fVQAAQFLh.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
11,1590539758815838209,1590539758815838209,2022-11-10 11:00:03 Malay Peninsula Standard Time,2022-11-10,11:00:03,800,1100741982358462464,bizhrasia_undp,UNDP Business and Human Rights Asia,, amp r exploring the interconnections between climatechange business amp human rights stay tuned for the upcoming briefing note bizenvironment bizhumanrights bizclimatechange https t co jn vsp lov,en,"['undp', 'economistimpact']",[],['https://pbs.twimg.com/media/FhK58dSVIAABMDB.jpg'],0,5,8,"('', 0)",[],https://twitter.com/BizHRAsia_UNDP/status/1590539758815838209,False,,1,https://pbs.twimg.com/media/FhK58dSVIAABMDB.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
12,1590524644804526082,1590524644804526082,2022-11-10 10:00:00 Malay Peninsula Standard Time,2022-11-10,10:00:00,800,2218026914,whophilippines,World Health Organization Philippines,, climatechange is making floods and extreme rainfall more likely and more dangerous floods can cause illness injury and even death climatecrisis harms our health https t co j laf unsv https t co nmkvufo rt,en,[],['http://bit.ly/3NyiHbi'],[],0,1,0,"('', 0)",[],https://twitter.com/WHOPhilippines/status/1590524644804526082,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1589518157382721536/pu/img/kf04mnglPBhzW5vo.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
13,1590520015471665153,1590520015471665153,2022-11-10 09:41:36 Malay Peninsula Standard Time,2022-11-10,09:41:36,800,1549626306899324930,bsdph,Business for Sustainable Development,,we are excited to welcome komunidad as our newest member and climate resilient partner we look forward to a fruitful collaboration with your team together let us take the direction of achieving sustainability esg sustainability climatechange climateresilience https t co ujlgzy xg,en,[],[],"['https://pbs.twimg.com/media/FhKphW5WYAUwtd7.jpg', 'https://pbs.twimg.com/media/FhKphW0X0AAD6xE.jpg', 'https://pbs.twimg.com/media/FhKphWnWAAARlpr.jpg']",0,0,1,"('', 0)",[],https://twitter.com/bsdph/status/1590520015471665153,False,,1,https://pbs.twimg.com/media/FhKphW5WYAUwtd7.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
14,1590467942579568640,1590467942579568640,2022-11-10 06:14:41 Malay Peninsula Standard Time,2022-11-10,06:14:41,800,1560518455836569600,awongplant,Amanda Wong,,I am grateful to have had an awesome learning experience as a co author on this publication when i was an undergrad at check out this new publication on how climatechange will impact rainbow occurrence and distribution ,en,['uhmanoa'],[],[],0,1,8,"('', 0)",[],https://twitter.com/AWongPlant/status/1590467942579568640,False,https://twitter.com/GEC_Journal/status/1586531488446627840,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
15,1590434370556678144,1590434370556678144,2022-11-10 04:01:17 Malay Peninsula Standard Time,2022-11-10,04:01:17,800,1202042278392389633,iprightsintl,Indigenous Peoples Rights International,,alarmingly some climate mitigation amp adaptation initiatives are threatening the rights of indigenous peoples who often face criminalization for protecting those rights read our report https t co exejzbr more action needed cop climatechange justtransition https t co syt ncgknn,en,[],['https://bit.ly/CrimClimate'],['https://pbs.twimg.com/media/FhJRkE-XgAMVKsK.jpg'],0,12,18,"('', 0)",[],https://twitter.com/IPRightsIntl/status/1590434370556678144,False,,1,https://pbs.twimg.com/media/FhJRkE-XgAMVKsK.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
16,1590375954261893121,1590375954261893121,2022-11-10 00:09:09 Malay Peninsula Standard Time,2022-11-10,00:09:09,800,230072314,patrickhuangth,Patrik Wong 💎,,to see un failed this explanation this has planetary sci in explain too globalwarming is natural but when plus man made s it has it is a swing between potentials to be like hundred millions years in future which is real steady and the present hot that why it has it is gonna be climatechange https t co lwdszfg ,en,[],[],['https://pbs.twimg.com/media/FhImgG_UAAAIc_V.jpg'],1,1,0,"('', 0)",[],https://twitter.com/PatrickHuangTh/status/1590375954261893121,False,https://twitter.com/Mexico1978R/status/1590061865023205376,1,https://pbs.twimg.com/media/FhImgG_UAAAIc_V.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
17,1590329120570818560,1590329120570818560,2022-11-09 21:03:03 Malay Peninsula Standard Time,2022-11-09,21:03:03,800,1202042278392389633,iprightsintl,Indigenous Peoples Rights International,,we are about to start building indigenous and community power to stop climatechange using the law to protect our land join us in https t co eyyo yzhzo,en,[],['https://www.youtube.com/watch?v=EKGmvf1jaDU'],[],0,2,6,"('', 0)",[],https://twitter.com/IPRightsIntl/status/1590329120570818560,False,https://twitter.com/IPRightsIntl/status/1588610942908379137,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
18,1590324654149107713,1590324654149107713,2022-11-09 20:45:19 Malay Peninsula Standard Time,2022-11-09,20:45:19,800,3794682452,whowpro,World Health Organization (WHO) Western Pacific,, climatechange is not gender neutral of people displaced by climate related disasters and changes around the world are women and girls cop https t co wlasbqfgit,en,[],[],['https://pbs.twimg.com/media/FhH3jC4akAAOXu6.jpg'],3,15,34,"('', 0)",[],https://twitter.com/WHOWPRO/status/1590324654149107713,False,,1,https://pbs.twimg.com/media/FhH3jC4akAAOXu6.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
19,1590321491673243649,1590321491673243649,2022-11-09 20:32:45 Malay Peninsula Standard Time,2022-11-09,20:32:45,800,313180874,ntfp_ep,NTFP-EP Asia,, wama call to action at unfccc cop recognize womens rights to ensure full amp effective participation in climate actions read the full statement below cop unfccc climatechange https t co c b jrbjt,en,['womenwama'],[],"['https://pbs.twimg.com/media/FhH0VHvaUAAVlin.jpg', 'https://pbs.twimg.com/media/FhH0VH2akAE1KZ9.jpg', 'https://pbs.twimg.com/media/FhH0VH3aAAAQokR.jpg', 'https://pbs.twimg.com/media/FhH0VHyaYAAB5eJ.jpg']",1,4,7,"('', 0)",[],https://twitter.com/ntfp_ep/status/1590321491673243649,False,,1,https://pbs.twimg.com/media/FhH0VHvaUAAVlin.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
20,1590241087398252545,1590241087398252545,2022-11-09 15:13:15 Malay Peninsula Standard Time,2022-11-09,15:13:15,800,1590032773792010240,alphaomegaenrg,AlphaOmegaEnergy,,just in case you did not already know that climate amp climatechange is a racist corrupt evil imperialism amp colonialism bigotry program to run nazi genocide depopulation of the poor nations amp that climate is really about ethnic purity of the elites amp their totalitarianism ,en,[],[],[],0,0,1,"('', 0)",[],https://twitter.com/AlphaOmegaEnrg/status/1590241087398252545,False,https://twitter.com/BernieSpofforth/status/1589877207773552640,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
21,1590237808370892801,1590237808370892801,2022-11-09 15:00:13 Malay Peninsula Standard Time,2022-11-09,15:00:13,800,85251917,adpcnet,ADPC,,how does climatechange affect transport adpc spoke with prof adolf ng academic amp chief editor of maritimeeconomist to understand how south asian countries can build resilient transport amp infrastructure learn more https t co pk mhrw care southasia https t co wih pbpxu,en,['worldbank'],['https://buff.ly/3UI4IlG'],[],0,0,1,"('', 0)",[],https://twitter.com/ADPCnet/status/1590237808370892801,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1590237772719194113/pu/img/9srBCutplPNYqYy5.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
22,1590217257535561729,1590217257535561729,2022-11-09 13:38:33 Malay Peninsula Standard Time,2022-11-09,13:38:33,800,1176849554542432257,pierreferrand6,Pierre_Ferrand,,with climatechange amp fertilizers food crisis it has it is critical to have well targeted publicpolicies supporting familyfarmers amp agroecological transitions great working session with asean partners in with searca and https t co zo kpschof,en,"['uplbofficial', 'procasur', 'faoasiapacific']",[],"['https://pbs.twimg.com/media/FhGVeiqaUAAww_2.jpg', 'https://pbs.twimg.com/media/FhGVeihaUAAtcHx.jpg', 'https://pbs.twimg.com/media/FhGVeigaAAAP6iT.jpg', 'https://pbs.twimg.com/media/FhGVeipaEAA2SOH.jpg']",1,5,12,"('', 0)",[],https://twitter.com/PierreFerrand6/status/1590217257535561729,False,,1,https://pbs.twimg.com/media/FhGVeiqaUAAww_2.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
23,1590185619564953601,1590185619564953601,2022-11-09 11:32:50 Malay Peninsula Standard Time,2022-11-09,11:32:50,800,373251782,adbevaluation,Evaluation at ADB,,ied presents at side event at ramsar cop https t co nabrvbwlae lessons from ied evaluation of projects in the people s republic of china amp indonesia were shared along w presentations from institute amp eval on climatechange adaptation amp investments,en,"['thegcf', 'deval', 'eib', 'gcf']",['https://contacts.ramsar.org/participant/sideevent/details/51052'],[],0,1,3,"('', 0)",[],https://twitter.com/adbevaluation/status/1590185619564953601,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
24,1590183933786095616,1590183933786095616,2022-11-09 11:26:08 Malay Peninsula Standard Time,2022-11-09,11:26:08,800,341409178,iucnasia,IUCN Asia,, naturebasedsolutions can be critical in both fighting and adapting to climatechange along with ambitious emissions reductions they must be part of any agreement at cop https t co z ceb hk https t co lsn bi mxt,en,[],['http://iucn.org/cop27'],['https://pbs.twimg.com/media/FhF32hRaYAAD8Ie.jpg'],1,1,3,"('', 0)",[],https://twitter.com/IUCNAsia/status/1590183933786095616,False,,1,https://pbs.twimg.com/media/FhF32hRaYAAD8Ie.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
25,1590162859660804096,1590162859660804096,2022-11-09 10:02:24 Malay Peninsula Standard Time,2022-11-09,10:02:24,800,1564947302560718849,tim9402782813,THE⭕ BEAMS 👨‍🚀,,cost of living and climate are higher global priorities than ukraine poll finds gpwx globalwarming climatechange,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/Tim9402782813/status/1590162859660804096,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
26,1590160856155066369,1590160856155066369,2022-11-09 09:54:26 Malay Peninsula Standard Time,2022-11-09,09:54:26,800,2856666180,faophilippines,FAO Philippines,,fao warning climate change poisons food https t co totcq ydht according to while of human caused greenhouse gas ghg emissions originate from the worlds agri food systems they are also extremely vulnerable to climatechange cop ,en,['fao'],['https://newsinfo.inquirer.net/1690704/fao-warning-climate-change-poisons-food'],[],0,0,1,"('', 0)",[],https://twitter.com/FAOPhilippines/status/1590160856155066369,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
27,1590094536474185728,1590094536474185728,2022-11-09 05:30:54 Malay Peninsula Standard Time,2022-11-09,05:30:54,800,1269346679523852288,gaboninaction,#GabonInAction,, climatechange cop gaboninaction,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/GabonInAction/status/1590094536474185728,False,https://twitter.com/ForetmerGOUVGA/status/1590029485986177024,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
28,1590067856989126657,1590067856989126657,2022-11-09 03:44:53 Malay Peninsula Standard Time,2022-11-09,03:44:53,800,1269346679523852288,gaboninaction,#GabonInAction,, climatechange cop gaboninaction,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/GabonInAction/status/1590067856989126657,False,https://twitter.com/PresidentABO/status/1590006237605015552,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
29,1590046751242813441,1590046751242813441,2022-11-09 02:21:01 Malay Peninsula Standard Time,2022-11-09,02:21:01,800,41377790,wiweck,Vivek K. Singh,,rt we need to preserve our planet million tons of clothes end up in our landfills and fast fashion has changed the way that we think about clothes climatechange supportsmallbusiness womanownedbusinesses artandfashion fashionb https t co kdxtxik sq,en,['ecofriendlyfact'],[],['https://pbs.twimg.com/media/FhD1T4QUYAAH0p2.jpg'],0,0,0,"('', 0)",[],https://twitter.com/Wiweck/status/1590046751242813441,False,,1,https://pbs.twimg.com/media/FhD1T4QUYAAH0p2.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
30,1590016615407812608,1590016615407812608,2022-11-09 00:21:16 Malay Peninsula Standard Time,2022-11-09,00:21:16,800,811943596215697408,marcellijp,Jean Pierre Marcelli,,in vietnam en demonstrates its climatechange priority on mitigation with adaptation against floods and sea level rise and research with gemmes program more to come in southeastasia,en,"['afd', 'vietnamevn']",[],[],0,4,7,"('', 0)",[],https://twitter.com/MarcelliJP/status/1590016615407812608,False,https://twitter.com/AFD_en/status/1590005632328876033,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
31,1589989022373679112,1589989022373679112,2022-11-08 22:31:38 Malay Peninsula Standard Time,2022-11-08,22:31:38,800,1220613001620774912,stateauditthai,State Audit Office of the Kingdom of Thailand,,fruitful discussion between sao led by commissioner yupin professor dr orappin ag prajuck amp dag klednatee and bpkled by dr isma yatun bpk chair several issues were discussed including foresight tool jurisdictional function climatechange and etc https t co uhwufpmqlu,en,[],[],"['https://pbs.twimg.com/media/FhDGhOAaYAUqGLh.jpg', 'https://pbs.twimg.com/media/FhDGiteagAAwN84.jpg', 'https://pbs.twimg.com/media/FhDGkIRagAADvWO.jpg']",0,0,4,"('', 0)",[],https://twitter.com/StateauditThai/status/1589989022373679112,False,,1,https://pbs.twimg.com/media/FhDGhOAaYAUqGLh.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
32,1589979880275738627,1589979880275738627,2022-11-08 21:55:18 Malay Peninsula Standard Time,2022-11-08,21:55:18,800,1016886414313603074,thekhmerdaily,Khmer Daily,,developing countries need us trillion a year in climate finance report egypt financing investment money climate climatechange cop https t co rte im ok,en,[],['https://tinyurl.com/2589pzw5'],[],0,0,0,"('', 0)",[],https://twitter.com/TheKhmerDaily/status/1589979880275738627,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
33,1589978826104242176,1589978826104242176,2022-11-08 21:51:07 Malay Peninsula Standard Time,2022-11-08,21:51:07,800,1016886414313603074,thekhmerdaily,Khmer Daily,,we are on a highway to climate hell un boss says fossilfuels oilandgas ununitednations climate climatechange cop un https t co awtboyijey,en,[],['https://tinyurl.com/24qzvwov'],[],0,0,0,"('', 0)",[],https://twitter.com/TheKhmerDaily/status/1589978826104242176,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
34,1589957064620924928,1589957064620924928,2022-11-08 20:24:38 Malay Peninsula Standard Time,2022-11-08,20:24:38,800,30241365,kfdwb,Dev Aid Support,, climatechange cop https t co gt i sucga,en,[],['http://www.knowledgefordevelopmentwithoutborders.org/climatechange/'],[],0,0,0,"('', 0)",[],https://twitter.com/KFDWB/status/1589957064620924928,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
35,1589955772573978625,1589955772573978625,2022-11-08 20:19:30 Malay Peninsula Standard Time,2022-11-08,20:19:30,800,1383716417275523080,asianpeace_org,Asian Peace Research,,taliban says help is needed to reduce negative effects of climate change in afghanistan https t co wqq wasfas afghanistan taliban climatechange climatecrisis https t co uqqf lchdi,en,[],['https://www.asianpeace.org/post/taliban-says-help-is-needed-to-reduce-negative-effects-of-climate-change-in-afghanistan'],['https://pbs.twimg.com/media/FhCoSZdakAAGQRk.jpg'],0,0,0,"('', 0)",[],https://twitter.com/asianpeace_org/status/1589955772573978625,False,,1,https://pbs.twimg.com/media/FhCoSZdakAAGQRk.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
36,1589931919298695171,1589931919298695171,2022-11-08 18:44:43 Malay Peninsula Standard Time,2022-11-08,18:44:43,800,4887273418,dr_suwanna,Dr. Suwanna Gauntlett,,we are a team of experts with a mission to keep the global temperature below c by the year saudigreeninitiative sgiforum team jointhealliance forest water wildlife forestprotection rangers climatechange climateaction timeforaction https t co pzujtfeelc,en,[],['https://youtu.be/Px-2ir-dCng'],[],0,0,1,"('', 0)",[],https://twitter.com/dr_suwanna/status/1589931919298695171,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
37,1589926163090386944,1589926163090386944,2022-11-08 18:21:51 Malay Peninsula Standard Time,2022-11-08,18:21:51,800,30241365,kfdwb,Dev Aid Support,, climatechange cop climateaction development information https t co gt i sucga,en,[],['http://www.knowledgefordevelopmentwithoutborders.org/climatechange/'],[],0,0,0,"('', 0)",[],https://twitter.com/KFDWB/status/1589926163090386944,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
38,1589925360505827329,1589925360505827329,2022-11-08 18:18:39 Malay Peninsula Standard Time,2022-11-08,18:18:39,800,1286591831527088130,trueworldorg,TRUEWORLD,,quotes what are they saying at the climate summit world leaders policymakers and delegates from nearly countries are at the cop climate summit in egypt where they hope to keep alive a goal to avert the worst impacts of climatechange trueworld https t co rsykj mpxk,en,"['cop27p', 'un']",[],[],0,0,1,"('', 0)",[],https://twitter.com/TrueWorldOrg/status/1589925360505827329,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1589925192142180352/pu/img/dv6puh6GiJL9xQt_.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
39,1589884465819815936,1589884465819815936,2022-11-08 15:36:09 Malay Peninsula Standard Time,2022-11-08,15:36:09,800,1100741982358462464,bizhrasia_undp,UNDP Business and Human Rights Asia,, bizhumanrights is embracing a wider environmental agenda but r the ungps fit for purpose what contribution to climatechange watch this session at the rbhr forum as unpacks the issues https t co r t fykmad https t co ptynwtve ,en,['seanclees'],['https://bit.ly/3UfSCQY'],"['https://pbs.twimg.com/media/FhBlkNlagAAGMSD.jpg', 'https://pbs.twimg.com/media/FhBlkzJagAALq67.jpg', 'https://pbs.twimg.com/media/FhBlmO0akAMLWy4.jpg', 'https://pbs.twimg.com/media/FhBlmyDagAAUwBP.jpg']",0,1,3,"('', 0)",[],https://twitter.com/BizHRAsia_UNDP/status/1589884465819815936,False,,1,https://pbs.twimg.com/media/FhBlkNlagAAGMSD.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
40,1589853454738259968,1589853454738259968,2022-11-08 13:32:56 Malay Peninsula Standard Time,2022-11-08,13:32:56,800,341409178,iucnasia,IUCN Asia,,the climatechange conference gets underway this week its a critical moment to raise collective global action to address the escalating climate and biodiversity emergencies check out iucns cop positions and events https t co ji fqnogx https t co tvm zt tze,en,"['un', 'unfccc']",['http://www.iucn.org/cop27'],['https://pbs.twimg.com/media/FhBLQfSaMAAWoRk.jpg'],0,3,2,"('', 0)",[],https://twitter.com/IUCNAsia/status/1589853454738259968,False,,1,https://pbs.twimg.com/media/FhBLQfSaMAAWoRk.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
41,1589803392125526017,1589803392125526017,2022-11-08 10:14:00 Malay Peninsula Standard Time,2022-11-08,10:14:00,800,1316654539521490944,sei_asia,SEI Asia,, supertyphoons which used to be rare have become very familiar over the last two decades sei asia s albert salamanca reports to noting that climatechange could also reverse development gains in the region read more https t co iufzx ox l,en,['channelnewsasia'],['https://bit.ly/3DKWLVV'],[],0,0,1,"('', 0)",[],https://twitter.com/SEI_Asia/status/1589803392125526017,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
42,1589697149872529409,1589697149872529409,2022-11-08 03:11:50 Malay Peninsula Standard Time,2022-11-08,03:11:50,800,790571598399021056,gabonclimat,ConseilClimatGabon,, the congo ogooue basin stores almost ten years of global carbon emissions our forests are proving more resilient to climatechange than the other great forest basins which makes us the healthier lung of the planet discours du high level segment cop https t co bpuaijym ,en,['presidentabo'],[],['https://pbs.twimg.com/media/Fg-9IBzWAAAjgGE.jpg'],2,29,57,"('', 0)",[],https://twitter.com/GabonClimat/status/1589697149872529409,False,,1,https://pbs.twimg.com/media/Fg-9IBzWAAAjgGE.jpg,,"16.16667,107.83333,500km",,,,,[],,,,,0
43,1589693642037661697,1589693642037661697,2022-11-08 02:57:53 Malay Peninsula Standard Time,2022-11-08,02:57:53,800,1202042278392389633,iprightsintl,Indigenous Peoples Rights International,,in the fight against climatechange indigenous women are at the frontline ,en,[],[],[],0,3,5,"('', 0)",[],https://twitter.com/IPRightsIntl/status/1589693642037661697,False,https://twitter.com/equatorinit/status/1589594011685294088,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
44,1589686954991693825,1589686954991693825,2022-11-08 02:31:19 Malay Peninsula Standard Time,2022-11-08,02:31:19,800,1579778829832359936,blazouu25,scribbleArts256789,, from climate change to the cost of living ordinary people are being forced to compensate for an administration in paralysis says lisa young borisjohnson climatechange,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/blazouu25/status/1589686954991693825,False,,0,,,"16.16667,107.83333,500km",,,,,[],,,,,0
